IBM_id,Entry_by,check_by,pid,ref_no.,order_no.,Planting_Info,Site Name,city,day_month,year,pieces,count_check,rodent_gaurds,wire_staple_box,fibre_mats,Total,Abies_balsamea,Acer_freemanii,Acer_nigrum,Acer_pennsylvanicum,Acer_rubrum,Acer_saccharinum,Acer_saccharum,Acer_spicatum,Achillea_millefolium,Acorus_americanus,Acorus_calamus,Agastache_nepetoides,Alisma_plantago,Allium_cernum,Alnus_rugosa,Amelanchier_arborea,Amelanchier_canadensis,Amelanchier_laevis,Ammophilia_breviligulate,Anaphalis_margeritaces,Andropogon_gerardii,Anemone_canadensis,Anemone_cylindrica,Anemone_virginiana,Antennaria_parlinii,Anthoxanthum_hirtum,Apocynum_androsaemifolium,Aquilegia_canadensis,Arisaema_triphyllum,Aronia_arbutifolia,Aronia_melanocarpa,Asarum_canadense,Asclepias_incarnata,Asclepias_sullivantii,Asclepias_syriaca,Asclepias_tuberosa,Aster_cordifolium,Aster_divaricatus,Aster_ericoides,Aster_laevis,Aster_lateriforus,Aster_macrophyllus,Aster_ptarmicoides,Aster_puniceus,Aster_umbellatus,Aster_urophyllus,Athyrium_filix-femina,Betula_alleghaniensis,Betula_papyrifera,Bouteloua_curtipendula,Buxus_microphyla,Calamagrostis_canadensis,Capanula_rotundifolia,Carex_bebbii,Carex_comosa,Carex_crinita,Carex_hystericina,Carex_pennsylvanica,Carex_pellita,Carex_pseudocyperus,Carex_stipata,Carex_stricta,Carex_trisperma,Carex_vulpinoides,Carpinus_caroliniana,Carya_cordiformis,Carya_ovata,Ceanothus_americanus,Ceonothus_americanus,Celtis_occidentalis,Cephalanthus_occidentalis,Cercis_canadensis,Chamerion_angustiflorium,Chelone_glabra,Cirsium_discolor,Clematis_virginiana,"Combretum_erythrophyllum
",Coreopsis_tripteris,Coreopsis_lanceolata,Coreopsis_verticulata,Cornus_alternifolia_,Cornus_ammomum,Cornus_canadensis,Cornus_racemosa,Cornus_sericea,Corylus_americana,Corylus_cornuta,Crataegus_mollis,Dasiphora_fruticosa,Deschampsia_caespitosa,Desmodium_canadense,Diervilla_lonicera,Doellingeria_umbellata,Echinacea_purpurea,Echinacea_pallida,Elaeagnus_commutata,Elymus_canadensis,Elymus_hystrix,Elymus_virginicus,Equsetum_hyemale,Erigeron_annus,Eupatorium_maculatum,Eupatorium_perfoliatum,Eupatorium_rugosum,Fagus_grandifolia,Fragaria_vesca,Fragaria_virginiana,Gentiana_andrewsii,Gentianopsis_crinita,Geum_triflorum,Gymnocadus_dioicus,Hamamelis_virginiana,Helenium_autumnale,Helianthus_divaricatus,Helianthus_giganteus,Helianthus_strumosus,Heliopsis_helianthoides,Hibiscus_moscheutos,Houstonia_longifolia,Hypericum_kalmianum,Hypericum_prolificum,Ilex_verticillata,Iris_pseudacores,Iris_versicolor,Juncus_effusus,Juncus_tenuis,Juniperus_communis,Juniperus_virginiana,Juglans_nigra,Juglans_cinerea,Larix_laricina,Lespedeza_capitata,Leucanthemum_vulgare,Liatris_cylindracea,Liatris_spicata,Lilium_michiganese,Lillium_philedalphium,Lindera_benzoin,Liriodendron_tulipifera,Lobelia_cardinalis,Lobelia_siphilitica,Lobelia_spicata,Lonicera_canadensis,Lupinus_perennis,Mimulus_rigens,Monarda_didyma,Monarda_fistulosa,Myrica_gale,Novae_angliae,Nymphaea_odorata,Oenothera_biennis,Osmundastrum_cinnamomeum,Ostrya_virginiana,Panicum_virgatum,Penstemon_digitalis,Penstemon_hirsutus,Physocarpus_opulifolius,Physostegia_virginiana,Picea_glauca,Pinus_resinosa,Pinus_strobus,Platanus_occidentalis,Polystichum_acrostichoides,Pontederia_Cordata,Populus_balsamifera,Populus_deltoides,Populus_grandidentata,Populus_tremuloides,Potentilla_anserina,Potentilla_fructicosa,Potentilla_simplex,Prunus_pensylvanica,Prunus_pumila,Prunus_serotina,Prunus_virginiana,Pycnanthemum_tenuifolium,Pycnanthemum_virginianum,Quercus_alba,Quercus_bicolor,Quercus_macrocarpa,Quercus_prinoides,Quercus_rubra,Ratibida_pinnata,Rhus_aromatica,Rhus_glabra,Rhus_typhina,Ribes_americanum,Ribes_cynosbati,Rosa_acicularis,Rosa_blanda,Rosa_carolina,Rosa_palustris,Rubus_alleghaniensis,Rubus_Idaeus,Rubus_occidentalis,Rubus_odoratus,Rudbeckia_hirta,Rudbeckia_laciniata,Sagittaria_latifolia,Salix_amygdaloides,Salix_bebbiana,Salix_discolor,Salix_eriocephala,Salix_exigua,Salix_lanata,Salix_lucida,Salix_nigra,Salix_petiolaris,Salix_species,Sambucus_canadensis,Sambucus_pubens,Sambucus_racemosa,Schizachyrium_scoparium,Scirpus_acutus,Scirpus_americanum,Scirpus_atrovirens,Scirpus_cyperinus,Scirpus_fluviatilus,Scirpus_validus,Shepherdia_canadensis,Silphium_perfoliatum,Sisyrinchium_montanum,Solidago_caesia,Solidago_canadensis,Solidago_flexicaulis,Solidago_juncea,Solidago_nemoralis,Solidago_rigidum,Sorghastrum_nutans,Sparganium_eurycarpum,Spartina_pectinata,Spiraea_alba,Sporobolus_cryptandrus,Sporobolus_heterolepis,Symphoricarpos_albus,Symphoricarpos,Symphyotrichum_oolentangiense,Symphyotrichum_puniceum,Tall_cinquefoil,Thalictrum_pubescens,Thuja_occidentalis,Tilia_americana,Typha_latifolia,Tsuga_canadensis,Ulmus_americana,Ulmus_laevis,Ulmus_rubra,Ulmus_thomasii,Verbena_hastata,Verbena_simplex,Verbena_stricta,Verbena_urticifolia,Vernonia_gigantea,Viburnum_acerifolium,Viburnum_dentatum,Viburnum_lentago,Viburnum_trilobum,Vitis_riparia,Zizia_aurea
534,AA,AA,,50675,10646,HAB,McDougal,Caledon,04-Jun,2015,139,1,4,0,0,135,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,AA,AA,,50571,10631,HAB,McFall Dam BIO,!!!,02-Dec,2014,100,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,AA,AA,,!!!,10396,HAB,Mckean,Markham,08-Feb,2014,50,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
537,AA,AA,,51431,11445,HAB,McMichael APP R,Vaughan,06-Nov,2017,200,1,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,AA,AA,,!!!,10939,HAB,McMichael Art Gallery BIO,Klienburg,11-Dec,2016,2000,1,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,AA,AA,,51314,11426,HAB,McMichael Gallery Calipers,Vaughan,08-Jun,2017,10,1,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,AA,AA,,51315,11305,HAB,McMichael Gallery Understory Infill R,Vaughan,08-Jun,2017,445,1,85,0,0,360,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,AA,AA,,51122,11192,HAB,McMichael Oct 1 R,Vaughan,24-Nov,2016,795,1,20,0,0,775,0,0,0,0,0,10,0,0,0,0,19,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,19,0,0,0,0,0,0,50,50,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,19,0,0,0,19,19,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,0,0,0,0,50,50,0,0
542,AA,AA,,51389,11460,HAB,McVean Farm Lowland R,Brampton,02-Nov,2017,1850,1,350,0,0,1500,0,0,0,0,0,35,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,50,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,25,0,100,0,0,0,50,0,0,0,0,0,0,0,25,0,25,0,50,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0
543,LB,Em,0,51595,11632,HAB,McVean Farm Restoration,Brampton,13-Jun,2018,3810,1,420,0,0,3390,0,0,0,0,0,50,0,0,0,0,0,0,0,0,150,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,350,0,200,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,100,0,20,0,0,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,150,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,50,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,AA,AA,,50868,11019,HAB,McVean R,Brampton,01-Jun,2016,1295,1,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,125,0,0
545,LB,Em ,0,51909,11960,RP,McVean Riparian,Brampton,18-Jun,2019,4155,1,220,0,0,3935,0,0,0,0,0,40,0,0,0,0,0,0,0,0,150,100,140,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,250,0,75,0,0,0,0,0,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1000,35,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0
546,LB,FMN,0,52025,12157,RP,Meadoway 260-04,Toronto,01-Oct,2019,100,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
547,LB,AA,0,52022,12145,RP,Meadoway CI Financial Event,Toronto,01-Oct,2019,900,1,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,15,0,0,0,40,0,0,0,0,0,0,0,100,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,25,0,0,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,24
548,LB,AA,0,52023,12143,RP,Meadoway Community Event,Toronto,01-Oct,2019,1500,1,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,50,0,0,0,100,0,0,0,0,0,0,0,150,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,35,0,165,150,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25
549,LB,AA,0,52024,12144,RP,Meadoway P&G Event,Toronto,01-Oct,2019,500,1,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25
550,AA,AA,,53058,13114,EM,Meadoway Section 5,Toronto,06-Jul,2023,4900,1,300,0,2300,2300,0,0,0,0,50,97,45,0,0,0,0,0,0,0,50,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,270,0,140,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,50,0,0,80,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
551,AA,AA,,53060,13074,EM,Meadowvale Cedar Trail,Toronto,06-Jul,2023,2620,1,500,0,0,2120,0,0,0,0,40,60,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,100,20,0,0,50,50,0,60,0,0,0,0,0,40,120,0,0,0,0,50,0,40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,40,0,0
552,LB,FMN,0,51917,11967,RP,Meeno-Reesor - Lowland Shrub,Toronto,18-Jun,2019,4455,1,0,0,0,4455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,450,0,445,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,330,325,330,0,0,325,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0
